,Unnamed: 0,Id,EssaySet,Score1,Score2,EssayText
13253,13254,21401,8.0,0.0,0.0,يعتقد بول ان هذا معني درب سيد ليونارد ليصبح قارء جيد يعتقد انه يجب ان يذهب الي الكل يتخرج منه علي عكس سيد ليونارد الذ فشل في قراء لان لم يكن قادر علي قراءة. كان بول ذاهب الي مركز تعلم لتعلم كيف قراء ، لذل راي سيد ليونارد انه كان يحاول جعل خور ، فقط لان لا استطيع قراء لا يعن انك لا استطيع نجاح في حياة.
13254,13255,21402,8.0,1.0,1.0,يفاجء كثيرا. عندم يسال سيد. ليونارد لماذ كان يخف ذلك عنه
13255,13256,21403,8.0,2.0,2.0,يشعر بول حرج سبب مشاكل في قراء ، لكن اكتشف لاحق ان سيد ليونارد ليس مختلف تمام لان في حيا سيد ليونارد سابق كعامل حواجز ، كان يكافح من اجل قراء ايضا.
13256,13257,21404,8.0,0.0,2.0,بعد ان علم بول تاريخ سيد ليونارد ، ادر بول ان سيد ليونارد كان يحفز علي دفع بقو لتحقيق اهدافه. لم يكن سيد ليونارد قادر علي قراء مما غير حيا كلها. انه مهتم بولس. ثم يفهم بول انه يجب علي تغلب علي ضعف في قراء لان لا يريد استسلام كما فعل سيد ليونارد.
13257,13258,21405,8.0,0.0,0.0,من حادث يعا ولس من عدم قدر علي قراء يصعب علي قراءة. في خلف متوتر ، كان سيد ليونارد رياضي متميز في مضمار في سباق 400 متر حواجز. من ماض سيد ليونارد لا يريد ان يكون هنا شخص يكرر اخفاقاته.
13258,13259,21406,8.0,2.0,2.0,ان تاثير معلوم اساس علي بول هو فهم. يري ولس انه لك يكون ناجح علي ان يتعلم قراءة. واذ كنت لا تفو فرص جيد حقا فلن تتكرر ابدا. يريد بول ان يعلم سيد ليونارد كيف قراء حتي لا يشعر حرج من عدم قدر علي قراء لبق حياته.
13259,13260,21407,8.0,1.0,1.0,اثر معلوم خلف علي بول لان جعل يشعر وكء استطيع تغلب علي اي عنيد في حياة. توصل ولس الي استنتاجا مفاد انه يمك تحقيق اي شيء اذا بذل جهد في ذلك. مجرد ان قرء عن خلف سيد ليونارد الت منح دافع لتحقيق اهدافه.
13261,13262,21409,8.0,1.0,1.0,يظهر لبولس جانب مختلف من حياة. كما انه يساعد في تحفيز علي استمرار. هذا يجعل يريد مساعد سيد ليونارد. اضاف الي انه شيء يفهم بول لان نوع ما مثل.
13263,13264,21411,8.0,1.0,1.0,معلوم اساس الت تلق بول صادمة. لم يكن لدي بول اي دليل علي ان سيد ليونارد كان جيد جدا في حواجز. يتساءل بول لماذ لم يذهب محترف ولم يكمل دراس جامعية.
13264,13265,21412,8.0,2.0,2.0,معلوم اساس الت اخبر سيد ليونارد بول كان لها تاثير عليه. ادر بول انه اذا حاول جهد اكبر في قراء تجاوز عقبا ، يمك التحاق جامع منح دراس ، مثل سيد ليونارد ، ولك يتخرج. انه تعلم ولس درس مفاد ان تعليم هو ما يهم حقا.
13265,13266,21413,8.0,0.0,0.0,يسال عن ذلك ، يريد ان يعرف لماذ توقف.
13266,13267,21414,8.0,2.0,2.0,عندم يدر ان مدرب هو رياض مشهور ، يتغير موقف تجا كامل. انه يدر انه كان في يوم من ايام رياضي عظيم لهذ سبب يحاول مساعدته. ومع ذلك ، يكتشف بعد ذلك انه لا استطيع قراء ، وهذ يثبط عزيم ومع ذلك يوصل الي استنتاج مفاد انه منذ ان علم سيد ليونارد جيد ، حان وقت لتعليم شيء ما.
13268,13269,21416,8.0,0.0,0.0,ان تاثير معلوم اساس علي بول هو انه سواء كنت قارء سيء او تشعر بان منبوذ ، يمك دايم ان تنجح في شيء ما.
13269,13270,21417,8.0,0.0,0.0,معلوم لها تاثير علي بول لان لدي طريق لتعلم كيف قراء تعلم اشياء لان سيد ليونارد لا يعرف كيف يفعل بعض اشياء الت يجب علي قيام ها.
13272,13273,21420,8.0,2.0,2.0,يدر بول ان سيد ليونارد يشعر نفس طريق الت يشعر بها حيال قراءة. انه يريد مساعد سيد ليونارد ليصبح قارء افضل ، تمام مثلم يساعد سيد ليونارد في مسار.
13273,13274,21421,8.0,2.0,2.0,كان معلوم مدفوع بول لان سيد ليونارد كان نجم في وقد اعطي وقت مساعد في تفوق في شيء ما. بول ايض متعاطف مع مدرب لان سيد ليونارد لا استطيع قراء ، مثل ول. بعد ذلك ، يتم تحفيز بول لاستثمار وقت في تعليم سيد ليونارد شيء لا يعرف كيف يفعله.
13274,13275,21422,8.0,2.0,1.0,عندم يتعلم بول معلوم خلف سيد ليونارد ، فان ذلك يحفز علي تفوق في كل من سباقا مضمار والميد كذل في مدرسة. اضاف الي تحفيز بول ، فان خلف سيد ليونارد تلهم ايض قيام عمل جيد في كل ما يفعل يعط فكر لمساعد سيد ليونارد علي عودة.
13277,13278,21425,8.0,1.0,0.0,كان يعرف كيف يشعر لان كان في نفس موقف ، لقد ساعد في حصول علي مساعد في مركز تعلم.
13279,13280,21427,8.0,0.0,0.0,معلوم خلف تجعل بول ضولي في بداية. يجعل يتساءل لماذ لم يخبر سيد ليونارد عن ماضيه. جعل يسال سيد ليونارد عن سبب عدم مشارك معلومات. كما انه يجعل يتساءل لماذ لم يتقدم سيد ليونارد في هذه رياضة. لقد اثار حديث بين اثن عندم اكتشف بول القص كامل راء مسير سيد ليوناردز في مضمار.
13280,13281,21428,8.0,0.0,0.0,ان سيد لينوارد كان رياض جودو لكن لم يفعل شيء جيد في مدرس لذا فقد فشل يريد مساعد راو حتي يتم من قيام عمل جيد في مدرس والحصول علي مهن ناجحة.
13281,13282,21429,8.0,1.0,1.0,بعد سماع القص الت يجب ان يقول سيد ليونارد عن ماض ، يشعر راو تعاطف مع سيد ليونارد ويف ما مر به وما زال يمر به. لقد جعل قصة خلف اكثر قرب من بعض بعض لان جعل راو يشعر بان سيد ليونارد ليس غريب جدا ، ولك شخص يشب كثيرا.
13282,13283,21430,8.0,2.0,2.0,ان بول مندهش تمام من مراقب قاع ، سيد ليونارد كون نجم مضمار في الكل كون احد افضل نجوم. هذا كان يدرب علي مسار كل يوم. من ذهاب الي مركز تعلم خلال اسبوع ثم تعليم سيد ليونارد كيف اندفاع تدريبه. ثم يخبر سيد ليونارد عن سبب ترك للكل سبب عدم معرف كيف قراء وان محظوظ لان لدي مركز تعليميا. ثم نظر بول الي سيد ليونارد قال ان لدي تدريب قيام به.
13283,13284,21431,8.0,0.0,0.0,"يكتشف ان سيد ليونارد كان نجم جامعي ، يتساءل لماذ لم يخبر عن ذلك. في القص سال سيد ليونارد ، ""لماذ لم تخبر عن هذا؟"""
13284,13285,21432,8.0,2.0,2.0,خلال القص ، اكتشف بول ان سيد ليونارد كان نجم في مضمار وان ذهب الي الكل ركض حواجز. لكن اكتشف ايض ان سيد ليونارد لم يكن جيد في مدرسة. لذا يمك لبولس ان يرتبط بهذ نوع ما. اعتقد ان هذا يساعد بول علي ادر انه يمك ان يكون جيد في شيء ما ايضا.
13285,13286,21433,8.0,2.0,2.0,اكتشف ان سيد ليونارد كان عايق جامعي ، ثم سال لماذ لم يخبر مطلق ، ثم اخبر سيد ليونارد انه كان محرج لان فقد منح دراس لان لم استطع قراء ، لذل ادر بول لماذ سيد. اخذ ليونارد هذا اهتمام به بعد مدرسة. ثم قرر بول تعليم سيد ليونارد كيف قراءة.
13286,13287,21434,8.0,2.0,2.0,"معلوم اساس الت اكتشف بول عن سيد ليونارد تجعل يشك في سبب عدم اخبار سيد ليونارد بول عن ماضيه. يجد بول انه من غريب ان سيد ليونارد لن يخبر انه كان نجم مسار رايع. بعد عثور علي معلوما اساس عن سيد ليونارد بول ، قال له ، ""لماذ لم تخبر عن هذا؟ لقد كنت طالب جامع فاز سباق 400 متر حواجز علي مواطنين. لقد حطم ارقام قياسية. يقول بول هذا سيد ليونارد لان يشعر فضول سبب عدم فخر انجازا سابقة. من مثير دهش ان بول علم ان سيد ليونارد يشب نفس اكثر ثم ادر ذلك. يكتشف بول احد اسرار سيد ليونارد اكثر اثار قلق ، وهو انه لم يتعلم قراء ايض ، وان درجا كان سيء للغا لدرج انه فشل في تخرج من كلية. ثم يدر بول لماذ سال سيد ليونارد عن اسم في يوم اول علي مضمار ؛ لم يكن قادر علي قراء اسم ولس في ممر صالة. بعد تعرف علي ماض سيد ليونارد ، يحفز ذلك بول علي عمل بجد اكبر في مدرس وف مسار صحيح. كما انه يعط فكر لبول لتعليم سيد ليونارد كيف قراءة. جعل معلوم اساس سيد ليونارد بول يدر انه اذا عمل بجد سيك قادر علي اي شيء."
13287,13288,21435,8.0,2.0,2.0,اكتشف بول في القص ان سيد ليونارد كان نجم في مسار صحيح في الكل وان حطم ارقام قياسية. اكتشف ايض انه لا استطيع قراء علي رغم من انه كان عداء رايعا. عندم يكتشف ولس هذه معلوم ، فان يعط دافع لبذل مزيد من جهد والعمل في اشياء لا تكون دايم سهل جميع. هذا يحفز بول علي عمل جاد في دروس وف مركز تعلم. كما يعط دافع لتعليم سيد ليونارد في نها قصة. يعتقد ان وقت قد حان سيد ليونارد لتعلم كيف قراءة.
13289,13290,21437,8.0,2.0,1.0,ساعد معلوم اساس عن سيد ليونارد بول علي وقوف راء سبب تدريب بول ليونارد في مسار صحيح.
13290,13291,21438,8.0,2.0,2.0,صدم بول عندم اكتشف ان ليونارد كان عايق في كلية. هذه معلوم دفع بول الي ان يكون لاعب افضل. لقد جعل رابط الت كان بول والسيد ليونارد مشترك بين اقوى.
13291,13292,21439,8.0,2.0,1.0,يدر بول ان سيد ليونارد مثل تماما. عندم يري بول من هو سيد ليونارد حقا فان يشعر صدمة. لقد كنت طالب جامع فاز سباق 400 متر حواجز مواطنين. سجلا محطمة. يري بول الان ان سيد لينارد كان يعرف ما كان يتحدث عنه عندم كان يعلم قفز علي حواجز.
13292,13293,21440,8.0,2.0,2.0,"يدر بول ان سيد ليونارد لا استطيع قراء مثل تماما. لذا فهم ""بول"" الان لماذ طلب منه سيد ""ال"" مقابل بعد مدرسة. ثم يدر بول ما يمك ان يفعل سيد ل."
13294,13295,21442,8.0,2.0,2.0,في بدا القص ، يعتقد بول ان سيد ليونارد مجرد رجل غاضب يريد ان يوقع اطفال في مشاكل. ثم ، يساعد ولس علي تعلم عقب ، يبدء ولس في اعجاب به. عندم طلب مدرب مضمار من بول ان يبحث عن سيد ليونارد علي انترنت ، علم بول ان سيد ليونارد يعا من اعاق في تعلم مثلم يفعل. يساعد هذا ولس علي معرف انه ليس وحيد الذ يشعر حرج من عدم قدر علي قراءة. ادر بول ايض ان سيد ليونارد ساعد في ان يصبح جيد في شيء ما. في مقابل ، يريد بول ان يعلم سيد ليونارد كيف قراءة.
13296,13297,21444,8.0,2.0,2.0,"تاثير معلوم اساس علي بول هو انه كان مندهش للغا لدرج ان سيد ليونارد فاز سباق 400 متر حواجز ولم يخبر عن ذلك. اثر ذلك علي بول ان سيد ليونارد كان مثل تماما. يقول ول: ""لقد منح هذا رجل وقت لمساعدت علي تفوق في شيء ما."" هذا يعن انه ممتن ان يقوم شخص مثل شيء من هذا قبيل لمساعد بول علي تحقيق شيء عظيم ، وف ذلك وقت ادر بول انه يحتاج بعد ذلك الي رد جميل الي سيد ليونارد. مساعد علي تدريب مرة اخرى."
13297,13298,21445,8.0,2.0,2.0,يكتشف بول ان سيد ليونارد كان نجم في مسار صحيح. مجرد ان يكتشف ذلك ، يتساءل لماذ لم يخبر سيد ليونارد عن ماضيه. سال سيد ليونارد عما حدث بعد سباق واكتشف انه رسب في الكل لان لا استطيع قراءة. يعرف بول ما يعن عدم قدر علي قراء ، لذا فهو علي استعداد لمساعد سيد ليونارد كما ساعد سيد ليونارد.
13298,13299,21446,8.0,2.0,2.0,اندهش بول من سيد ليونارد عندم اكتشف من انجازا كعداء. يكتشف بول ايض ضعف ليوناردز كقارء يريد مساعد في تعزيز هذا ضعف حيث ساعد سيد ليونارد بول في ضعف في مسار.
13299,13300,21447,8.0,0.0,0.0,اكتشف بول ان سيد ليونارد حطم ارقام قياس عندم كان طالب جامعي جديد حتي ذهب الي مواطن
13300,13301,21448,8.0,2.0,2.0,بول سعيد مصدوم في نفس وقت. لم يكن يعلم ان سيد ليونارد كان احد نجوم مسار. قام سيد ليونارد تدريب بول ، لذا يريد بول الان تدريب سيد ليونارد علي قراءة.
13301,13302,21449,8.0,2.0,2.0,"عندم اعطي مسار لبول عنوان اخبر ايض بحث عن سيد ليونارد ، صدم عندم اكتشف انه حطم كثير من سجل كان جيد حقا. عندم قال سيد ليونارد لبول ان سبب عدم تمك من قيام بذل هو لان لم يكن يعرف كيف يقرء فشل في الكل ، فقد ذكر بول نفس لان لم يكن يعرف كيف يقرء يذهب الي مدرس خاص. ""يا صديق ، الي اين تذهب؟"" ""مركز تعلم"" لماذا؟ لان لا اعرف كيف اقرا."
13302,13303,21450,8.0,0.0,0.0,"عندم يات بول معلوما اساس عن سيد لونارد ، فان مدرب استعيد في بدا ايام مجد عندم كان شاب موهوب رياضي ، ولك مع استمرار في سرد ​​قص ، بدء يشعر حزن. في فقر 41 ، تقول ""السيد. اعاد ليونارد ورق نظر الي جبه ، جبين مجعد ، وصو يتصدع وهو يتكلم. يشير هذا الي ان اعاد بول لهذ معلوم كان لها تاثير حقيق علي سيد ليونارد. كان محرج من حقيق انه لا استطيع قراء ، لكن كان يعلم انه نظر لان ولس كان قارء طيء هو نفس ، فقد كان يعلم ان ولس يمك تواصل."
13305,13306,21453,8.0,2.0,2.0,معلوم اساس تجعل بول يشعر قرب من سيد ليونارد. علي سبيل مثال ، يتحدث اثن نبر جاد عما حدث سيد ليونارد. ايض ، لدي بول الان شيء مشتر اخر مع سيد ليونارد ، وهو صعوب قراءة. تسمح معلوم اساس ايض لبول بان يرد لصالح سيد ليونارد تعليم ركض في مضمار. استطيع بول الان تعليم سيد ليونارد كيف قراء والقيام عمل جيد في مدرسة.
13308,13309,21456,8.0,0.0,0.0,حصول علي معلوما سيد ليونارد له تاثير كبير علي ول.
13309,13310,21457,8.0,2.0,1.0,تفاجء بول بان سيد ليونارد كان عداء حواجز رايع ، اصبح ملهم بعد ان اخبر سيد ليونارد انه يجب ان يفقد منح دراس يخفق في قراء لان لا استطيع قراءة. يمك لبولس ان يتواصل معه من خلال تذكر مشاعر حرج الت شعر بها عندم تمت دعو قراء ولم يعرف اجاب يعرف جميع.
13313,13314,21461,8.0,2.0,2.0,اعتقد ان معلوم خلف الت يتلق بول عن سيد ليونارد تجعل سعيدا. انه يشعر الان انه يتناسب مع سيد ليونارد لان يشترك في نفس مشكلة. علي سبيل مثال ، بعد ان روي سيد ليونارد لبول قصت حول كيف اخفاق في دراس في نها القص ، قرر بول مساعد سيد ليونارد في تعلم كيف قراءة. يشعر بول سعاد لان يتلاءم مع سيد ليونارد ولء استطيع مساعد سيد ليونارد تمام مثلم ساعد سيد ليونارد في تعلم كيف تخط حواجز.
13314,13315,21462,8.0,2.0,2.0,"يعلم ان سيد ليونارد هو نفسه. ""كن رياضي جيد ، لكن لم اكن طالب جيدة"". بول هو نفس شيء. لا استطيع قراء يكافح في واجبا مدرسية. يساعد بول سيد ليونارد."
13317,13318,21465,8.0,2.0,1.0,"بول غارق في معلوم الت يكتشف عن سيد ليونارد. يقول سيد ليونارد: ""لا توجد مدرس اخري تريد عداء لا استطيع قراءة"". يدر بول ان سيد ليونارد مر نفس اشياء الت يمر بها ول. بول والسيد ليونارد متماثل ، بول متفاجي."
13318,13319,21466,8.0,2.0,2.0,بعد ان ادر بول قصة سيد ليونارد ، يقدر يحترم اكثر لما فعل من اجله. انه يري سيد ليونارد علي انه شخص يهتم اخر يريد ان يكون مثله. عندم اخبر سيد ليونارد ان وقت قد حان لتدريب ، كان يحاول تعليم كيف قراء شكل افضل. لقد اثر علي في انه جعل قلب منفتح علي جعل اخر يشعر اطمين والسعادة.
13320,13321,21468,8.0,2.0,2.0,يعرف بول كيف يشعر ، كيف كان امر محرج عندم لا يمك قراء اشياء او همها. الان بعد ان عرف ولس تاريخ سيد ليونارد ، قرر بول مساعد تعليم كيف قراءة.
13321,13322,21469,8.0,0.0,0.0,فشل سيد ليونارد في خروج من الكل لان لم استطع قراء ولن تاخذ اي صور مجمع اخري عداء لا استطيع قراءة.
13322,13323,21470,8.0,2.0,2.0,تاثير معلوم اساس علي بول جعل مندهش من ان سيد ليونارد كان نجم مسار رايع ولد نفس تجارب الت مر ها. كان بول سعيد لان كون صديق جديد في سيد ليونارد.
13323,13324,21471,8.0,0.0,0.0,ان سيد ليونارد غير قادر علي قراء تمام مثل بول والسيد ليونارد كان عداء لذا فهو يعلم بول ان يركض كما كان يفعل عندم كان في مدرسة.
13326,13327,21474,8.0,2.0,2.0,كان بول مندهش من انجازا سيد ليونارد ، قايل انه كان طالب جامعي يركض في سباق 400 متر حواجز يفوز علي مواطنين. اخبر سيد ليونارد بول انه لم يكن استطيع قراء عندم كان في مدرس ، وهو امر مثير سخر لان بول لم استطع ايض ، كان اختلاف هو ان بول كان لدي معلم ، وف ذلك وقت لم يكن لدي سيد ليونارد مدرس عندم كان في مدرس ، لذل اضطر الي مغادر خارج.
13327,13328,21475,8.0,0.0,0.0,انه يجعل بول متسايل عن سبب ترك سيد ليونارد لمضمار الجر والميدان. عندم قام سحب ورق عرض علي بدء في طرح اسيل علي سيد ليونارد حتي يتم من فهم ما كان يحدث.
13328,13329,21476,8.0,0.0,0.0,تظهر معلوم اساس ان كلا يواج مشكل في قراءة.
13329,13330,21477,8.0,1.0,1.0,انه سعيد متابع انجاز ماض سيد ليونارد. انه يحفز علي رغب في عمل شكل اكثر حرير افضل. جعل يتحدث عما يمك ان يفعل من اجل ان يكون سيد لينوارد متسابق جيدا.
13330,13331,21478,8.0,1.0,1.0,بعد ان تعلم بول قصة سيد ليونارد ، فان يجعل اكثر تحمس تغلب علي عقبا في حيا بذل قصاري جهده. انه يلهم بول ليكون رياضي عظيم مثل سيد ليونارد ، لكن يجعل يدر ان حصول علي تعليم امر ضرور اذا كان يريد استمرار في مسار صحيح.
13331,13332,21479,8.0,1.0,1.0,"خلال القص نحصل علي مزيد والمزيد من معلوم حول سيد ليونارد. تمنح هذه معلوم بول فهم افضل لسبب كيف تمك سيد ليونارد من اعطاء مثل هذه نصايح تدريب دقيقة. قبل ان يبدء مولف في اعطاء معلوما عن سيد ليونارد ، كنا ، مع بول ، يعط تلميحا عن ماض مثل ""قل ، ما اسمك؟"". عندم اعاد ولس احياء جميع معلوم متعلق باكتوبر ، تصبح كل هذه تلميح واضح ، وهو يفهم سبب مساعدته."
13332,13333,21480,8.0,2.0,1.0,"معلوما اساس عن سيد لينورد تمنح هو بول ندا. يمك ان يرتبط بعض بعض لان كلا يواج صعوب في قراءة. تظهر معلوم اساس عندم قال سيد لينورد ، ""لا توجد مدرس اخري تريد عداء لا استطيع قراءة"". يشعر بول انه ليس حيد وهذ ما يجعل متحمس لمساعد سيد لينورد علي شعور رضا عن نفس كما فعل من اجله."
13334,13335,21482,8.0,0.0,2.0,يجمع معلوما اساس عن سيد ليونارد تخبر كثير عن ماض معلم. اكتشف انه كان عداء مضمار رايع حطم عديد من ارقام قياسية. يتعلم ايض ان سيد ليونارد كان لدي ماض اكاديم رهيب ، رسب في الكل لان لا استطيع قراءة.
13335,13336,21483,8.0,0.0,0.0,عندم درس ولس شهاد بكالوريا علي سيد ليونارد ، اكتشف بول بعد ذلك ان كلا يعا من مشاكل في قراءة. يذكر في مقطع ان سيد ليونارد كان يعا من مشاكل في قراء في الكل ، رفض. واج بول مشاكل ايض ، لكن بدء في ذهاب الي مركز تعلم حصول علي مساعد ، والسيد ليونارد ايضا.
13338,13339,21486,8.0,2.0,2.0,يساعد ذلك علي ادر ان مدرب لم يكن نجم في مضمار حسب ، بل لان لم يكن قادر علي قراء ، انتهي به امر فشل في كلية. كما انه يحفز علي مساعد سيد ليونارد.
13340,13341,21488,8.0,2.0,2.0,عندم وجد بول معلوم اساس عن سيد ليونارد ، يبدو انه صدم لمعرف مدي جود سيد ليونارد في ماض جامعي. فاز ليونارد سباق 400 متر حواجز علي مواطن حطم ارقام قياسية. في لحظ الت اخبر فيه سيد ليونارد بول عن معانا في مدرس ، ادر حين كيف يمك مساعد سيد ليونارد علي عود لكل مساعد الت قدم له.
13341,13342,21489,8.0,1.0,1.0,كان يعرف ما يشعر به ، والذ كان يشعر حرج تجا اخر عندم يتعين علي قراء في فصل. لقد فكر في اشياء الت يجب ان يفعل سيد ليونارد توصل اخير الي شيء ما. عاد الي مدرس مشي حتي يتم من تدريبه. حاول ان تجعل يشعر تحس تجا نفس ولا يركز علي خروج من كلية.
13342,13343,21490,8.0,2.0,2.0,معلوم اساس الت حصل علي بول عن سيد ليونارد ادرك لنفسه. لم يكن بول جيد في رياض ولم يكن رياضي علي اطلاق ولم يكن قادر علي قراء ، لذل كان علي ذهاب الي تدريس حصول علي مساعدة. كان سيد ليونارد رياضي جيد للغا ، لكن لم استطع قراء ولم يحصل علي اي مساعد ، لذل تخلي عن الكل خسر منح دراسية. اظهر هذا لبول انه يحتاج حقا الي ابقاء راس في مدرس بذل قصاري جهده.
13343,13344,21491,8.0,0.0,0.0,كان تاثير معلوم اساس حول سيد ليونارد علي بول هو ان سيد ليونارد كان في نفس قارب مثل ول. واج بول مشكل في قراء ، والمعلوما متعلق سيد ليونارد تشير الي انه ترك الكل لان لم يكن قادر علي قراءة. يظهر لبول انه يجب علي قيام عمل مدرس وان تكون جيد في قيام بما يحلو لك. ايض ، يظهر ولس انه ليس شخص وحيد الذ يعا من اعاق في قراء ، ويم فعل اي شيء اذا كنت تفكر في ذلك.
13346,13347,21494,8.0,2.0,2.0,"عندم علم بول ان سيد ليونارد كان نجم جامعي حطم ارقام قياس في حواجز لكن فشل في خروج من الكل لان لا استطيع قراء ، شعر بول تعاطف مع سيد ليونارد. تعاطف الذ يشعر به بول تجا سيد ليونارد هو من تجرب ذات مع نقص مهارا قراءة. في نها القص تنبء بول بان يساعد سيد ليونارد في ""تدريبه"" او اكاديميين."
13348,13349,21496,8.0,1.0,1.0,معلوم اساس الت قدم سيد ليونارد الي بول قد غير حيا بول حقا. من ناح ، شعر اسف علي معلم ، لكن في نفس وقت وجد الهام في قصة معلمه. يخبر سيد ليونارد كيف لم يكن هنا مركز تعليم عندم كان في كلية. انه يشعر بالثق في ان مركز تعلم يساعد ول. كما انه سعيد وجود مركز تعلم لمساعد اشخاص ذين هم مثله.
13349,13350,21497,8.0,1.0,1.0,يجعل يريد ان يفعل ما هو افضل يتساءل لماذ سيد. لم يخبر ليونارد عن سنوا دراس جامعية. عندم يكتشف انه يريد مساعد بء طريق ممكنة.
13350,13351,21498,8.0,2.0,2.0,صدم بول لان سيد ليونارد كان احد نجوم مسار عندم ذهب الي مدرس ثانوية. عندم اخبر سيد ليونارد بول عن اخفاق في الكل لان لا استطيع قراء ، اعتقد ان بول قال ان هذه مدرس مهم وان يريد مساعد سيد لينارد في قراءة.
13351,13352,21499,8.0,2.0,2.0,يذكر نفس كيف انه يعا ايض من مشاكل في قراءة. وان يحاول قيام عمل افضل من خلال ذهاب الي مركز تعلم.
13352,13353,21500,8.0,1.0,2.0,تفاجء بول بان سيد ليونارد لم يكن جيد في تشويق. لقد صدم عندم راي ان سيد ليونارد كان نجم مسار جامع ولك ليس طالب جيدا.
13353,13354,21501,8.0,1.0,1.0,لم يكن سيد ليونارد بول جيد في مدرسة. في وقت لاحق ، كشف سيد ليونارد عن خلفي جامع حول عدم جود رامج تعليم والدرجا بغض نظر عما اذا كان جيد في رياضة. فهم بول مشكل قرر ان ياخذ سيد ليونارد في رنامج مثلم كان عندم تولي بول لان كان قير في رياضة.
13354,13355,21502,8.0,0.0,0.0,كان تاثير علي بول ، كما لو كان يشعر بالحز علي سيد ليونارد يكوس. كان سيد ليونارد عداء جيد لكن لم يكن جيد في مدرسة. (فقد منح دراس فشلت. لا توجد مدرس اخري تريد عداء لا استطيع قراءة).
13355,13356,21503,8.0,2.0,2.0,تساعد معلوم اساس الت يحصل علي ولس عن سيد ليونارد بول علي ايم نفسه. بول والسيد ليونارد متشابه فقط ، ولا استطيع اي منهم قراء جيدا. يحاول سيد ليونارد مساعد بول علي ان يصبح طالب افضل ينجح. في رد جميل ، يبدء بول في تدريب سيد ليونارد حتي يتم من قراءة.
13356,13357,21504,8.0,1.0,1.0,تظهر معلوم خلف الت حصل علي ولس عن سيد ليونارد انه استطيع انجاز شيء ما اذا حاول. علي سبيل مثال ، عندم ذهب بول والسيد ليونارد الي مسار بدء تدريب الصب لم يظن ابد انه جيد في اي شيء كان يتم رفض دايما. انتهي به امر تدرب مع ريق مسار في مدرس ثانوية.
13357,13358,21505,8.0,2.0,2.0,"اعتقد ان بول صدم لان مراقب قاع كان طالب جامعي جديد فاز سباق 400 متر حواجز علي مواطنين. وان مراقب قاع """" لم يتم من قراء هذا خير نفس ، لذا كان لدي شيء مشترك."
13358,13359,21506,8.0,2.0,2.0,كان بول متعاطف مع سيد ليونارد ، لان كان يعرف شعور طفل بطيء في فصل ، وقد الهم ذلك لمساعد سيد ليونارد علي تعلم قراءة.
13359,13360,21507,8.0,0.0,0.0,يحصل قارء في هذه القص علي عديد من هدايا. كل ما يريد هو ما يحصل عليه. لا يوجد شيء واحد لم يفهم قارء ولم يرغب في حصول عليه.
13361,13362,21509,8.0,1.0,1.0,بعد ان سحب سيد ليونارد نسخ مطبوع من سجلا مدرس ثانو قديم من مسار ، بدا ان بول مندهش! بعد ان اخبر سيد ليونارد بول انه رياض عظيم ، لكن مدرس من ناح اخري لم تكن سهل علي ؛ بدا وكء يدر ان سيد ليونارد ربم يساعد لان كلا يمك ان يتواصل مع بعض بعض طريق او اخرى.
13362,13363,21510,8.0,2.0,1.0,عندم وجد بول سيد ليوناردس لدي في ماض صدم. صدم بول سبب ما فعل سيد ليونارد من اجل ، كيف انه كان يساعد في تجاوز عقب في حياته. كيف يحاول اقناع ولس تغلب عليهم. انه يعرف ما يمر به ولس يعرف انه لا يوجد شيء ، ولا حتي عقب صغير ، يمك ان يوقف شخص الذ لا استطيع قراءة.
13363,13364,21511,8.0,0.0,0.0,تاثير معلوم اساس علي بول هو انه ليس طالب جيد جدا في مدرسة.
13364,13365,21512,8.0,1.0,2.0,"ساعد معلوم اساس ""بول"" في معرف سبب الذ دفع سيد ليونارد الي مساعد في ناء ثقت نفس منح شيء استمتع به. يتحدث بول عن مشاعر سيد ليونارد حرج لان كلا يواجه صعوب في قراءة."
13365,13366,21513,8.0,1.0,1.0,انه يشعر بالثق في تعاليم الت يقدم له سيد ليونارد في رياض مفضلة.
13366,13367,21514,8.0,2.0,2.0,بول ليس فتى عادي تمام ، ولا يناسب حقا ولا يمك قراءة. بدء سيد ليونارد مساعد في مسار صحيح ، مجرد ان حصل بول علي مكان في ريق مضمار ، تم كشف له عن سيد ليونارد حقا. سيد ليونارد جيرابوسك ، نجم سباقا مضمار. لقد حطم ارقام قياس حصل حتي علي منح دراس في الكل ، لكن تم اخذ كل شيء منه لان كان استطيع قراءة. يمك ان يتعاطف ولس مع هذا شعور. حرج عندم لا يعرف جواب. كان ممت لكل شيء ، لذل قرر رد جميل. كان بول يعلم سيد ليونارد قراءة.
13367,13368,21515,8.0,1.0,1.0,يدر بول ان سيد ليونارد مثل تماما. يريد سيد ليونارد من بول ان يفهم ان تفرع يساعد علي مدي طويل. لا يحتاج الي ان يكون خجول جدا. من خلال عمل جاد يمك لبولس ان ينجز اي شيء.
13368,13369,21516,8.0,1.0,2.0,كان تاثير علي بول مفاجء نسب له. كان يعتقد ان مراقب قاع لن يكون له ارض خلف مثل سيد ليونارد. رغم من شكو لسماع عنه من خلال موقع. يمك ان يرتبط بول كثير سيد ليونارد كذل سيد ليونارد. لهذ خفت نظر سيد ليونارد ، عندم قال بول انه لا استطيع قراءة.
